부스명,대표자,위치,위치(열),위치(번호),반부스,부스,대표 작품(원작),그 외 다루는 작품,쁘띠존,캐릭터,커플링,커플링 성향,그 외 커플링,매체,트위터,링크,행사명,개최일,대표 작품(원작)_원본
절 환상 토벌전,기니핫,,,,,1sp,파이널판타지14,,,"레드핫, 딥블루, 익스트림즈",,해당없음,,,gguenihot,https://dongne.co/event/game07/circles/615165,제7회 오락관,Day2,파이널판타지14
절대 수상한 놈이 아닙니다 더수상한놈입니다,더수상한놈,,,,,2sp,오토메게임,니지산지,,,,,,일러스트,the_susang,https://dongne.co/event/game07/circles/609323,제7회 오락관,Day2,오토메게임
점,쩌미,,,,,1sp,페르소나,,전서 등록 100% ,,,,,,,https://dongne.co/event/game07/circles/606415,제7회 오락관,Day2,페르소나
제 2회 루비콘 코랄놀이 한마당 축제,너댄전,,,,,1sp,아머드코어6 루비콘의 화염,"연운, 킹덤컴: 딜리버런스 시리즈",,"621, 핸들러 월터, 러스티, 에어 ",강염X진자해,로맨틱,헨리한스,,raccoon_dance_,https://dongne.co/event/game07/circles/620265,제7회 오락관,Day2,아머드코어6 루비콘의 화염
제발 지옥같은 섬에서 지분을 꺼내줘,PP,,,,,2sp,오오에 (大穢),,,오오사키,,"로맨틱,섹슈얼","오오타케, 오오시즈, 오오신","만화,일러스트,소설",byobyo__8,https://dongne.co/event/game07/circles/614897,제7회 오락관,Day2,오오에
젤다뭐라도나와요,ssdfg1899,,,,,1sp,젤다의 전설,,,,,,,,,https://dongne.co/event/game07/circles/607796,제7회 오락관,Day2,젤다의 전설
종말순애위원회,바쓰,,,,,1sp,세븐나이츠,,,"크리스, 녹스",크리스X녹스,로맨틱,,"소설,일러스트",fill_4u,https://dongne.co/event/game07/circles/602788,제7회 오락관,Day2,세븐나이츠
주나오로만들어진나라가있습니다,.,,,,,1sp,페르소나4,,전서 등록 100% ,,주인공X시로가네 나오토,,,만화,naotosmom,https://dongne.co/event/game07/circles/603820,제7회 오락관,Day2,페르소나4
주아케가 뭔가 먹는 부스,주인공극좌파하렘주의,,,,,2sp,페르소나5,,전서 등록 100% ,주인공,,"로맨틱,섹슈얼",,소설,protagoleft,https://dongne.co/event/game07/circles/603488,제7회 오락관,Day2,페르소나 5
주인장이 좋아한 조합들입니다,센느,,,,,2sp,리버스 1999,라이자의 아틀리에,,카카니아/이졸데,,,,,,https://dongne.co/event/game07/circles/609829,제7회 오락관,Day2,리버스 1999
죽박구리,"찌락, 지",,,,,2sp,오오에 (大穢),,,오오사키 타케시바,오오사키X타케시바,"로맨틱,섹슈얼",,만화,"jjl_otaku, jii9254",https://dongne.co/event/game07/circles/615750,제7회 오락관,Day2,오오에
죽지도 않고 다시 돌아온 빛전,금사빠,,,,,1sp,파이널판타지14,,,그라하 티아,,,,소설,,https://dongne.co/event/game07/circles/632434,제7회 오락관,Day2,파이널판타지14
쥬네스,BABAKUN,,,,,2sp,페르소나4,,전서 등록 100% ,"나루카미 유우, 하나무라 요스케",,"로맨틱,섹슈얼",,,,https://dongne.co/event/game07/circles/604589,제7회 오락관,Day2,페르소나4
지금부터 보여드리겠습니다,낙복,,,,,2sp,용과같이,,,키류카즈마,,섹슈얼,,,,https://dongne.co/event/game07/circles/609190,제7회 오락관,Day2,용과같이
지능-3,알투,,,,,1sp,스타레일,,확률론적 겜블링 메이트,,,로맨틱,,만화,,https://dongne.co/event/game07/circles/604713,제7회 오락관,Day2,스타레일
지옥여친 동호회,신원미상,,,,,1sp,발더스게이트3,,,카를라크 (칼라크),,,,"만화,일러스트,소설",sinwon_ms30,https://dongne.co/event/game07/circles/621103,제7회 오락관,Day2,발더스 게이트 3
진짜마비노기드림부스맞음,푸딩,,,,,1sp,마비노기,"오오에, 고서점가의 하시히메",,루에리,,해당없음,"오오아리, 미나타마, 그 ",,youtoopompu,https://dongne.co/event/game07/circles/634932,제7회 오락관,Day2,마비노기
진티엔리밍,kje1213114,,,,,4sp,,,,,,,,,,https://dongne.co/event/game07/circles/596752,제7회 오락관,Day2,
진티엔리밍,kje1213114,,,,,2sp,,,,,,,,,,https://dongne.co/event/game07/circles/604999,제7회 오락관,Day2,
짭벨벳룸,김콜라,,,,,1sp,페르소나,명일방주,전서 등록 100% ,"나루카미 유우, 하나무라 요스케, 아마미야 인형 등",나루카미 유우X하나무라 요스케,"로맨틱,해당없음",없음,"일러스트,기타",ttong351329,https://dongne.co/event/game07/circles/621420,제7회 오락관,Day2,페르소나
째리네집,째리,,,,,1sp,붕괴 스타레일,,,,,,,,ch2rri2,https://dongne.co/event/game07/circles/603718,제7회 오락관,Day2,붕괴: 스타레일
쯔꾸르에 인생 판 부스,아숭김,,,,,2sp,,,,,,,,,,https://dongne.co/event/game07/circles/612604,제7회 오락관,Day2,
창고보관함,　,,,,,1sp,,,세상에 테런 쁘띠존이 어딨어? 맞아 컨셉충이네,,,,,,,https://dongne.co/event/game07/circles/618010,제7회 오락관,Day2,
척츄피세요,햄부기,,,,,1sp,붕괴 스타레일,블루록,,어벤츄린,카일루스X어벤츄린,"섹슈얼,로맨틱",나기레오,"만화,소설,일러스트",ibgwataku,https://dongne.co/event/game07/circles/616626,제7회 오락관,Day2,붕괴 스타레일
철썩... 철썩... 철썩...,abr,,,,,1sp,오오에 (大穢),파이어 엠블렘 풍화설월,,,,,,,abr_oe,https://dongne.co/event/game07/circles/613457,제7회 오락관,Day2,오오에
철야왕국,"IENN, 프라이",,,,,2sp,파이어 엠블렘 시리즈,,,,,,,"만화,일러스트",,https://dongne.co/event/game07/circles/596948,제7회 오락관,Day2,파이어 엠블렘 시리즈
청부업자 남편과 국회의원 아내의 스캔들,핳,,,,,1sp,붕괴 스타레일,,,"블레이드, 경원",블레이드X경원,"로맨틱,섹슈얼",,"만화,일러스트",u3u_hahah,https://dongne.co/event/game07/circles/596607,제7회 오락관,Day2,붕괴:스타레일
총공이섬그늘에,"파도, 돼지, 살청, 람묘",,,,,4sp,오오에 (大穢),,,"오오사키, 신바시, 시즈마, 아리아케, 시오도메, 타케시바",X,"로맨틱,섹슈얼","오오아리,오오신,오오아오,오오타케,오오시오,오오시죠,오오히노,오오토요,오오후네,오오시즈","만화,일러스트,소설","b__mdks, uou_s2li, hitman88887, ramnmy0",https://dongne.co/event/game07/circles/614946,제7회 오락관,Day2,오오에
총체적난국,촤촤촤,,,,,1sp,,,,,,,,"만화,일러스트",,https://dongne.co/event/game07/circles/606483,제7회 오락관,Day2,
최강 팔라딘 오락관편,"Twix, 김노움, 폐차",,,,,2sp,발더스게이트3,"FF14, 오버워치",,할신 ,,,,일러스트,,https://dongne.co/event/game07/circles/603629,제7회 오락관,Day2,발더스게이트3
최강맛초킹,ming_,,,,,1sp,페르소나3,,전서 등록 100% ,,,,,,qx_xbc,https://dongne.co/event/game07/circles/608752,제7회 오락관,Day2,페르소나3
출소 후 유일한 낙,해왕성인,,,,,2sp,포켓몬스터,"역전재판, 닌타마 란타로, 괴수8호",,,,,,일러스트,neptuneblue_01,https://dongne.co/event/game07/circles/606157,제7회 오락관,Day2,포켓몬스터
취향벅벅무침이,에궁와궁,,,,,1sp,페르소나3,,전서 등록 100% ,,아리사토 미나토X히라가 케이스케,로맨틱,오다햄,소설,qk_vlkg_9,https://dongne.co/event/game07/circles/598742,제7회 오락관,Day2,페르소나3
치와와늑대와대머리늑대,뭉,,,,,1sp,드래곤에이지,드래곤 에이지 인퀴지션,바이오웨어 통합 쁘띠존,펜리스,,로맨틱,솔라벨란,만화,game_moong,https://dongne.co/event/game07/circles/643119,제7회 오락관,Day2,드래곤 에이지2
칠첩반상,엘스,,,,,2sp,파이널판타지14,붕괴스타레일,,,,,,"일러스트,기타",grin__erus,https://dongne.co/event/game07/circles/634599,제7회 오락관,Day2,파이널판타지14
쿠키전문점,.,,,,,1sp,,,,,,,,,,https://dongne.co/event/game07/circles/602409,제7회 오락관,Day2,
큰강섬수영꾼,광기,,,,,1sp,오오에 (大穢),,,아리아케 ,오오사키X아리아케,로맨틱,오오시즈,만화,ooe_togo929,https://dongne.co/event/game07/circles/616200,제7회 오락관,Day2,오오에
키타가와 유스케에게 밥을 사주기 위한 부스,란가,,,,,2sp,페르소나 시리즈,"메타포, 역전재판 , 레인",전서 등록 100% ,,주인공 X키타가와 유스케,해당없음,"햄기스, 주하나, 주아케","일러스트,만화",coroin_dgx,https://dongne.co/event/game07/circles/595189,제7회 오락관,Day2,페르소나 시리즈
키티일기장,외지인,,,,,1sp,오오에 (大穢),,,,,,,,out1and,https://dongne.co/event/game07/circles/615518,제7회 오락관,Day2,오오에
타르타로스에서도 TV는 켜진다,"멜로, 101",,,,,2sp,"페르소나 3, 페르소나 4",,전서 등록 100% ,,,,,,"mel1owstruck, mhny101",https://dongne.co/event/game07/circles/605537,제7회 오락관,Day2,"페르소나 3, 페르소나 4"
타르타로스졸음방지위원회,ㅂㅂ,,,,,1sp,페르소나3,,전서 등록 100% ,,,,,만화,allcb_c,https://dongne.co/event/game07/circles/604066,제7회 오락관,Day2,페르소나3
탕비실,뱜비,,,,,2sp,오오에 (大穢),"마비노기, 마비노기 모바일, 리틀 나이트메어",,"오오사키, 신바시, 타케시바, 다이바 시즈마",오오사키X신바시,"로맨틱,섹슈얼",오오시즈,"만화,일러스트",byammbee,https://dongne.co/event/game07/circles/595797,제7회 오락관,Day2,오오에
털날리는 오오에지마의 고서점가,숟가락,,,,,1sp,"오오에, 하시히메",페르소나345,,,오오사키X아리아케,,"오오시오, 오오신","기타,일러스트",_ooowo_,https://dongne.co/event/game07/circles/614474,제7회 오락관,Day2,"오오에, 하시히메"
털찐게아니라근육,블루레몬,,,,,1sp,붕괴 스타레일,,,"경원, 블레이드",경원X블레이드,,,일러스트,bluelemon170,https://dongne.co/event/game07/circles/605671,제7회 오락관,Day2,붕괴 스타레일
테라농수산물시장,해류,,,,,1sp,명일방주,,,스카디 더 커럽팅 하트,스카디 더 커럽팅 하트X박사,로맨틱,"위,박사,위",소설,haelyu223206,https://dongne.co/event/game07/circles/635281,제7회 오락관,Day2,명일방주
테일즈야르: 완전히 야르다,여유,,,,,2sp,테일즈런너,,세상에 테런 쁘띠존이 어딨어? 맞아 컨셉충이네,,,,,"일러스트,만화",yeoyu_tr3,https://dongne.co/event/game07/circles/614051,제7회 오락관,Day2,테일즈런너
파는게 달라도 우리는 모두 친구,두부,,,,,2sp,"명일방주, fgo, 포켓몬",,,,,,,,,https://dongne.co/event/game07/circles/597383,제7회 오락관,Day2,"명일방주, fgo, 포켓몬"
파리날다,82,,,,,2sp,페르소나 5 더 로열,페르소나 3 리로드,전서 등록 100% ,주인공 (아마미야 렌),주인공 (아마미야 렌)X아케치 고로,"로맨틱,섹슈얼","주인공 (유키 마코토) x 아이기스, ","만화,일러스트",justoootaku,https://dongne.co/event/game07/circles/607283,제7회 오락관,Day2,페르소나 5 로열
파이널 그노시아의 게임 16,1/2,,,,,2sp,"파이널판타지14, 그노시아","파이널판타지 16, 술탄의게임",,,,,,게임,fire_doggydogdo,https://dongne.co/event/game07/circles/596315,제7회 오락관,Day2,"파이널판타지14, 그노시아"
파이널 장르비빔밥 ,긔곰,,,,,2sp,파이널판타지14,파판시리즈 테일즈시리즈 ,,,,,,"만화,일러스트,기타",,https://dongne.co/event/game07/circles/620278,제7회 오락관,Day2,파이널판타지14
파이널 희망의 학원과 세포의 페르소나 론파 판타지 더비 신곡,한풀,,,,,1sp,파이널판타지 시리즈,"파판7, 파판10, 파판14, 파판16, 페르소나, 단간론파, 세포신곡, 우마무스메",,,,,,"일러스트,소설",,https://dongne.co/event/game07/circles/637953,제7회 오락관,Day2,파이널판타지 시리즈
판타지도 SF다,D,,,,,2sp,할로우나이트 실크송,데스티니 가디언즈,,,,,,기타,,https://dongne.co/event/game07/circles/596120,제7회 오락관,Day2,할로우나이트 실크송
팔데아에서 보물 찾고 미르에서 길 잃기,플라티나,,,,,2sp,포켓몬스터,,,"카라스바, 홈웨이조, 북신남매, 스타단 등",,,,"일러스트,소설",platin_amide,https://dongne.co/event/game07/circles/602112,제7회 오락관,Day2,포켓몬스터
패배확정히로인,사과,,,,,2sp,페르소나 ,"Over requiemZ, 잭잔느",,,주인공X시로가네 나오토,로맨틱,모리 우드랜드x유히루 ,"만화,일러스트,기타",bmt7q,https://dongne.co/event/game07/circles/604054,제7회 오락관,Day2,페르소나 
패작2인큐,훈토리,,,,,2sp,오버워치,,,,X,"해당없음,섹슈얼,로맨틱",,"만화,일러스트,기타","toridoridorii, ra1noppa",https://dongne.co/event/game07/circles/616574,제7회 오락관,Day2,오버워치
팬케이크 가게 ,,,,,,2sp,프로젝트 세카이,,,시노노메 아키토,,,,,,https://dongne.co/event/game07/circles/601755,제7회 오락관,Day2,프로젝트세카이
팬케이크 무한리필,수딩,,,,,1sp,페르소나5,,전서 등록 100% ,,주인공X아케치 고로,,,만화,,https://dongne.co/event/game07/circles/604761,제7회 오락관,Day2,페르소나5
팽이버섯 군생지,사날,,,,,2sp,포켓몬스터,파이널판타지 14 / 버튜버,,"카지, 푸름, 오토노세 카나데, ReGLOSS",카지X푸름,로맨틱,,,snl_nal,https://dongne.co/event/game07/circles/601385,제7회 오락관,Day2,포켓몬스터
퍼펙트 가드만 있으면 어떤 것도 두렵지 않지,휴플,,,,,2sp,P의 거짓,,,"제페토의 인형, 소피아",제페토의 인형X소피아,로맨틱,"로미P, 시몬소피",일러스트,,https://dongne.co/event/game07/circles/611978,제7회 오락관,Day2,P의 거짓
페고,사이 고,,,,,1sp,페르소나3,페르소나5 포켓몬스터 히카루의 바둑,,"아마미야 렌, 아케치 고로 등",,,,일러스트,saitomousimasu1,https://dongne.co/event/game07/circles/607709,제7회 오락관,Day2,페르소나3
페르소나못깨면개심당하는방,모습,,,,,2sp,페르소나,,전서 등록 100% ,,,,,,,https://dongne.co/event/game07/circles/611562,제7회 오락관,Day2,페르소나
페르소나할사람스팀아이디알려줘,toma,,,,,2sp,페르소나5,,전서 등록 100% ,,아케치 고로X주인공,로맨틱,,"만화,일러스트",gggggam3b01,https://dongne.co/event/game07/circles/595906,제7회 오락관,Day2,페르소나5
페어리 토네이도 코스 나왔습니다.,꾹꾹이,,,,,2sp,이나즈마 일레븐 시리즈,포켓몬스터,,"유카리, 시온, 브레이크조, 하루",유카리X시온,로맨틱,,만화,ggugguming7,https://dongne.co/event/game07/circles/618359,제7회 오락관,Day2,이나즈마 일레븐 시리즈
포드라112신고센터,"그마, 제이",,,,,2sp,"파이어엠블렘 풍화설월, 보이스1",,,"디미트리, 에델가르트, 강권주, 모태구",디미트리X에델가르트,로맨틱,태구권주,소설,"5gurimma, leantowardsyou",https://dongne.co/event/game07/circles/616280,제7회 오락관,Day2,"파이어엠블렘 풍화설월, 보이스1"
폴리페놀,치자피즈,,,,,1sp,페르소나3,,전서 등록 100% ,3주,료지X3주,해당없음,,만화,,https://dongne.co/event/game07/circles/604354,제7회 오락관,Day2,페르소나3
프리허그 해드립니다,방다,,,,,1sp,테일즈런너,,세상에 테런 쁘띠존이 어딨어? 맞아 컨셉충이네,"자브, 닥터헬, 하랑, 하루",하루X하랑,해당없음,,"일러스트,기타,만화",,https://dongne.co/event/game07/circles/614557,제7회 오락관,Day2,테일즈런너
피짜 시퀀스 준비 완료!,피짜,,,,,1sp,오버워치,,,,,,,"일러스트,기타",91224watch,https://dongne.co/event/game07/circles/603725,제7회 오락관,Day2,오버워치
피카피카파치파치,량,,,,,2sp,포켓몬스터,"닌텐도, 스퀘어에닉스사 작품 등",,,,,,"만화,일러스트,기타",fid_2cha,https://dongne.co/event/game07/circles/605301,제7회 오락관,Day2,포켓몬스터
피크민 후르츠,감전주의 ,,,,,2sp,"피크민, 하츠네미쿠, 테일즈런너","보컬로이드, 오리지널 작품",세상에 테런 쁘띠존이 어딨어? 맞아 컨셉충이네,,,,,"만화,일러스트,기타",botong_lili,https://dongne.co/event/game07/circles/595463,제7회 오락관,Day2,"피크민, 하츠네미쿠, 테일즈런너"
하랑 유사 온리전,미미,,,,,1sp,테일즈런너,,세상에 테런 쁘띠존이 어딨어? 맞아 컨셉충이네,하랑과 그 외 소량,,,,일러스트,mimi_mom1212,https://dongne.co/event/game07/circles/633589,제7회 오락관,Day2,테일즈런너
하르트만의 명일방주,보라,,,,,1sp,명일방주,,,,,,,소설,,https://dongne.co/event/game07/circles/637888,제7회 오락관,Day2,명일방주
하면되잖아?,이연하,,,,,2sp,"페르소나3, 페르소나4","페르소나5, 역전재판, 검은방, 회색도시, 베리드스타즈, 히프노시스마이크, 어서오세요! FACT에, 100미터, 지.지구의 운동에 대하여",전서 등록 100% ,아다치 토오루,아다치 토오루X드림주,"로맨틱,섹슈얼","와타이야, 쿠코쥬시, 아다치 토오루 중심 ncp","만화,일러스트,소설,기타",higherrn,https://dongne.co/event/game07/circles/604532,제7회 오락관,Day2,"페르소나3, 페르소나4"
